# step lid M_Sigma Con_maxDiv C2
97800 1 50.5242 1.44951e-11 4.95992e+18
98000 1 46.7465 1.44951e-11 5.01155e+18
98200 1 37.7293 1.44951e-11 5.06141e+18
98400 1 27.3894 1.44951e-11 5.10336e+18
98600 1 19.0286 1.44951e-11 5.13441e+18
98800 1 5.0089 1.44951e-11 5.14301e+18
99000 1 12.1812 1.44951e-11 5.13719e+18
99200 1 12.8369 1.44951e-11 5.12427e+18
99400 1 2.57765 1.44951e-11 5.11959e+18
99600 1 9.36831 1.44951e-11 5.12516e+18
99800 1 21.1895 1.44951e-11 5.1428e+18
