# step lid M_Sigma Con_maxDiv C2
86400 1 30.8487 7.27596e-12 3.50483e+18
86600 1 32.4531 7.27596e-12 3.52713e+18
86800 1 35.8044 7.27596e-12 3.55202e+18
87000 1 33.298 7.27596e-12 3.57821e+18
87200 1 30.9103 7.27596e-12 3.60496e+18
87400 1 31.4126 7.27596e-12 3.63167e+18
87600 1 33.9664 7.27596e-12 3.65883e+18
87800 1 37.3305 7.27596e-12 3.69022e+18
88000 1 45.5193 7.27596e-12 3.726e+18
88200 1 50.448 7.27596e-12 3.76276e+18
88400 1 54.3615 7.27596e-12 3.80088e+18
88600 1 52.196 7.27596e-12 3.84322e+18
88800 1 49.5587 7.27596e-12 3.88782e+18
89000 1 49.1109 7.27596e-12 3.93476e+18
89200 1 43.9465 7.27596e-12 3.98203e+18
89400 1 33.461 7.27596e-12 4.02833e+18
89600 1 27.1929 7.27596e-12 4.07111e+18
89800 1 25.6768 7.27596e-12 4.10678e+18
90000 1 27.1926 7.27596e-12 4.1302e+18
90200 1 11.8492 7.27596e-12 4.13789e+18
90400 1 4.99327 7.27596e-12 4.13262e+18
90600 1 12.7924 7.27596e-12 4.11934e+18
90800 1 7.86541 7.27596e-12 4.10459e+18
91000 1 15.7827 7.27596e-12 4.10084e+18
91200 1 32.85 7.27596e-12 4.1101e+18
91400 1 43.229 7.27596e-12 4.13845e+18
91600 1 49.236 7.27596e-12 4.17839e+18
91800 1 48.7118 7.27596e-12 4.22086e+18
92000 1 45.273 7.27596e-12 4.26387e+18
92200 1 45.0228 7.27596e-12 4.30717e+18
92400 1 44.0218 7.27596e-12 4.34987e+18
92600 1 43.408 7.27596e-12 4.39327e+18
92800 1 47.6733 7.27596e-12 4.43937e+18
93000 1 52.385 7.27596e-12 4.48458e+18
93200 1 55.5763 7.27596e-12 4.53039e+18
93400 1 50.6594 7.27596e-12 4.5794e+18
93600 1 46.5628 7.27596e-12 4.62943e+18
93800 1 40.7513 7.27596e-12 4.68205e+18
94000 1 29.4149 7.27596e-12 4.72943e+18
94200 1 14.8267 7.27596e-12 4.75982e+18
94400 1 1.35731 7.27596e-12 4.77509e+18
94600 1 8.0891 7.27596e-12 4.77409e+18
94800 1 20.1508 7.27596e-12 4.75813e+18
95000 1 24.0022 7.27596e-12 4.73084e+18
95200 1 22.5339 7.27596e-12 4.69997e+18
95400 1 15.2484 7.27596e-12 4.66913e+18
95600 1 7.18554 7.27596e-12 4.64989e+18
95800 1 27.278 7.27596e-12 4.65553e+18
96000 1 47.5021 7.27596e-12 4.69322e+18
96200 1 47.6469 7.27596e-12 4.73392e+18
96400 1 43.9706 7.27596e-12 4.77699e+18
96600 1 31.4311 7.27596e-12 4.8185e+18
96800 1 17.7872 7.27596e-12 4.85456e+18
97000 1 8.64854 7.27596e-12 4.88041e+18
97200 1 6.36163 7.27596e-12 4.88186e+18
97400 1 19.3454 7.27596e-12 4.86293e+18
97600 1 17.1881 7.27596e-12 4.84258e+18
97800 1 1.70905 7.27596e-12 4.83161e+18
98000 1 25.7978 7.27596e-12 4.84447e+18
98200 1 43.0288 7.27596e-12 4.88022e+18
98400 1 47.6164 7.27596e-12 4.92529e+18
98600 1 43.9286 7.27596e-12 4.97198e+18
98800 1 35.9892 7.27596e-12 5.01806e+18
99000 1 26.8372 7.27596e-12 5.05786e+18
99200 1 13.334 7.27596e-12 5.07815e+18
99400 1 4.51569 7.27596e-12 5.07958e+18
99600 1 15.2192 7.27596e-12 5.06315e+18
99800 1 23.3372 7.27596e-12 5.03782e+18
